"","deltaEEL","deltaShortEEL","deltaTrout","deltaBully","deltaInanga","deltaTorrent","deltaKokopu","deltaComBully","deltaTroutFry","deltaTroutSpawn","deltaUplandBully"
"1",100.458559002502,100.471784760391,99.6708318696228,100.718211056617,103.509070025005,100.030903187277,100.6097830245,101.626522840024,102.148980030525,101.709131237516,103.036525750673
"2",100.51114793363,100.525890461372,99.6330818744348,100.800577669388,103.91150077189,100.034447258113,100.679714783125,101.813057390966,102.395431549749,101.905139568936,103.384763693224
"3",100.001563292954,100.001608381447,99.9988778189584,100.002448483791,100.011962919531,100.000105353367,100.002078837185,100.005545048036,100.007326179015,100.005826671829,100.010351948792
