Section,Lon,Lat,NZE,NZN
South Island,166.66299,-45.979,2019242.128,5451109.686
South Island,166.752,-45.968,2026026.063,5452860.586
South Island,166.77499,-45.949,2027641.835,5455102.504
South Island,166.688,-45.959,2021002.599,5453476.348
South Island,166.677,-45.92,2019816.568,5457732.393
South Island,166.69299,-45.872,2020641.163,5463147.825
South Island,166.644,-45.915,2017220.883,5458087.651
South Island,166.60201,-45.967,2014426.107,5452070.732
South Island,166.536,-45.999,2009607.046,5448121.531
South Island,166.45799,-46.006,2003645.096,5446864.107
South Island,166.452,-45.946,2002647.173,5453474.982
South Island,166.446,-45.886,2001647.582,5460085.606
South Island,166.44901,-45.832,2001398.568,5466087.505
South Island,166.509,-45.803,2005788.777,5469673.295
South Island,166.588,-45.796,2011850.212,5470934.39
South Island,166.60699,-45.806,2013409.235,5469942.063
South Island,166.68401,-45.784,2019189.358,5472846.08
South Island,166.77901,-45.769,2026428.566,5475075.542
South Island,166.858,-45.771,2032572.148,5475318.801
South Island,166.908,-45.739,2036185.323,5479156.804
South Island,166.95399,-45.724,2039631.46,5481085.24
South Island,166.92799,-45.724,2037612.942,5480935.191
South Island,166.841,-45.714,2030775.98,5481536.714
South Island,166.755,-45.73,2024234.89,5479255.194
South Island,166.746,-45.688,2023178.962,5483856.175
South Island,166.86099,-45.652,2031810.402,5488525.512
South Island,166.95599,-45.628,2038997.827,5491737.57
South Island,166.909,-45.633,2035384.93,5490911.408
South Island,166.817,-45.652,2028391.122,5488266.998
South Island,166.73399,-45.658,2021990.36,5487109.129
South Island,166.735,-45.6,2021574.523,5493542.779
South Island,166.815,-45.574,2027579.55,5496899.784
South Island,166.89101,-45.562,2033396.309,5498675.984
South Island,166.97501,-45.566,2039969.238,5498719.265
South Island,166.94,-45.555,2037152.913,5499736.507
South Island,166.90601,-45.537,2034357.052,5501534.271
South Island,167.024,-45.493,2043190.678,5507091.628
South Island,166.92799,-45.522,2035945.331,5503324.557
South Island,166.87,-45.542,2031593.87,5500769.832
South Island,166.783,-45.561,2024978.944,5498150.975
South Island,166.683,-45.581,2017366.042,5495335.871
South Island,166.69901,-45.512,2018020.504,5503078.686
South Island,166.715,-45.476,2018958.629,5507164.323
South Island,166.742,-45.42,2020587.16,5513532.189
South Island,166.83501,-45.414,2027795.977,5514750.282
South Island,166.908,-45.445,2033750.244,5511742.643
South Island,166.87601,-45.413,2030988.075,5515102.287
South Island,166.843,-45.404,2028335.971,5515905.687
South Island,166.778,-45.371,2022982.295,5519177.539
South Island,166.825,-45.309,2026133.368,5526327.836
South Island,166.875,-45.294,2029918.723,5528285.141
South Island,166.94701,-45.323,2035790.434,5525491.366
South Island,166.91901,-45.341,2033749.84,5523333.537
South Island,167.006,-45.342,2040557.716,5523725.898
South Island,167.01601,-45.389,2041722.237,5518573.713
South Island,166.976,-45.409,2038761.048,5516126.957
South Island,166.952,-45.419,2036969.481,5514879.932
South Island,167.037,-45.408,2043515.558,5516587.675
South Island,167.063,-45.361,2045166.614,5521945.522
South Island,167.116,-45.421,2049787.871,5515594.328
South Island,167.09,-45.472,2048167.604,5509794.306
South Island,167.08501,-45.492,2047939.125,5507549.099
South Island,167.146,-45.454,2052392.232,5512104.504
South Island,167.133,-45.428,2051170.775,5514913.883
South Island,167.08099,-45.355,2046524.229,5522712.726
South Island,167.01601,-45.321,2041169.491,5526111.021
South Island,167.07001,-45.295,2045182.887,5529301.27
South Island,167.151,-45.302,2051575.111,5528982.424
South Island,167.19,-45.313,2054712.987,5527980.811
South Island,167.14301,-45.271,2050703.528,5532374.069
South Island,167.12,-45.272,2048910.422,5532133.766
South Island,167.02699,-45.287,2041752.281,5529942.594
South Island,166.985,-45.225,2037960.282,5536573.301
South Island,166.98,-45.144,2036906.436,5545522.316
South Island,167.054,-45.122,2042533.601,5548386.322
South Island,167.104,-45.186,2046969.667,5541576.503
South Island,167.104,-45.177,2046897.632,5542574.145
South Island,167.058,-45.11,2042750.706,5549739.311
South Island,167.075,-45.06,2043682.965,5555378.58
South Island,167.12,-45.095,2047497.634,5551754.323
South Island,167.161,-45.151,2051160.626,5545777.442
South Island,167.146,-45.123,2049761.541,5548797.091
South Island,167.21001,-45.116,2054730.156,5549931.131
South Island,167.146,-45.096,2049547.034,5551790.107
South Island,167.10001,-45.047,2045543.734,5556961.851
South Island,167.14301,-45.019,2048700.279,5560308.885
South Island,167.24001,-45.045,2056530.166,5557968.667
South Island,167.29601,-45.044,2060923.743,5558388.206
South Island,167.185,-45.01,2051930.717,5561542.407
South Island,167.16499,-44.976,2050088.02,5565199.258
South Island,167.215,-44.935,2053701.36,5570024.215
South Island,167.245,-44.91,2055868.575,5572962.493
South Island,167.285,-44.87,2058709.858,5577618.116
South Island,167.35699,-44.881,2064469.672,5576792.684
South Island,167.37199,-44.941,2066109.837,5570221.869
South Island,167.40199,-44.975,2068730.219,5566614.283
South Island,167.43401,-44.986,2071333.203,5565566.62
South Island,167.397,-44.943,2068094.452,5570135.344
South Island,167.399,-44.917,2068054.538,5573028.845
South Island,167.36501,-44.829,2064704.686,5582601.556
South Island,167.42599,-44.8,2069297.008,5586146.569
South Island,167.52699,-44.801,2077277.911,5586573.816
South Island,167.49899,-44.854,2075462.411,5580548.893
South Island,167.52299,-44.869,2077466.664,5579012.59
South Island,167.554,-44.807,2079454.549,5586050.707
South Island,167.508,-44.755,2075436.502,5591574.012
South Island,167.59801,-44.743,2082460.586,5593377.83
South Island,167.577,-44.695,2080447.676,5598590.735
South Island,167.651,-44.684,2086221.286,5600195.471
South Island,167.642,-44.649,2085255.399,5604030.227
South Island,167.72301,-44.613,2091411.519,5608438.833
South Island,167.789,-44.584,2096434.752,5611989.531
South Island,167.86099,-44.628,2102446.678,5607469.557
South Island,167.914,-44.681,2107009.887,5601852.81
South Island,167.92101,-44.663,2107440.982,5603883.661
South Island,167.87,-44.611,2103042.362,5609399.737
South Island,167.826,-44.569,2099262.467,5613838.88
South Island,167.834,-44.499,2099407.703,5621642.532
South Island,167.89,-44.438,2103431.689,5628686.736
South Island,167.959,-44.391,2108594.874,5634239.094
South Island,168.002,-44.358,2111792.117,5638108.672
South Island,168.052,-44.33,2115584.204,5641455.606
South Island,168.118,-44.295,2120608.784,5645652.666
South Island,168.073,-44.257,2116770.635,5649653.939
South Island,168.123,-44.237,2120625.291,5652110.423
South Island,168.205,-44.183,2126815.991,5658485.923
South Island,168.274,-44.133,2132005.879,5664352.023
South Island,168.33,-44.087,2136190.993,5669711.182
South Island,168.362,-44.029,2138387.478,5676291.068
South Island,168.453,-44.009,2145549.863,5678916.559
South Island,168.565,-43.986,2154382.107,5681957.746
South Island,168.62399,-43.963,2158972.944,5684762.664
South Island,168.69299,-44,2164718.133,5680947.956
South Island,168.802,-43.977,2173320.818,5683950.771
South Island,168.897,-43.91,2180564.811,5691769.677
South Island,169.01401,-43.858,2189675.086,5698001.097
South Island,169.106,-43.793,2196723.259,5705568.155
South Island,169.19701,-43.731,2203724.547,5712790.865
South Island,169.258,-43.702,2208488.236,5716233.881
South Island,169.35201,-43.664,2215873.472,5720790.263
South Island,169.423,-43.637,2221465.08,5724037.205
South Island,169.52299,-43.62,2229447.994,5726267.748
South Island,169.576,-43.604,2233650.115,5728222.074
South Island,169.63901,-43.582,2238634.632,5730872.595
South Island,169.64,-43.561,2238620.063,5733207.303
South Island,169.707,-43.525,2243870.871,5737421.178
South Island,169.76199,-43.461,2248036.219,5744701.802
South Island,169.80901,-43.42,2251664.105,5749401.285
South Island,169.916,-43.394,2260216.119,5752615.271
South Island,170.01199,-43.355,2267832.979,5757229.696
South Island,170.013,-43.337,2267843.008,5759231.319
South Island,170.04401,-43.301,2270214.302,5763318.549
South Island,170.054,-43.289,2270977.293,5764679.771
South Island,170.118,-43.249,2276014.929,5769303.298
South Island,170.15601,-43.227,2279016.802,5771852.39
South Island,170.20799,-43.206,2283159.513,5774327.215
South Island,170.25999,-43.162,2287222.841,5779353.575
South Island,170.228,-43.145,2284559.507,5781155.316
South Island,170.267,-43.11,2287603.283,5785146.749
South Island,170.34,-43.112,2293549.834,5785116.819
South Island,170.383,-43.097,2296996.066,5786893.313
South Island,170.339,-43.098,2293418.843,5786668.913
South Island,170.412,-43.042,2299166.595,5793074.812
South Island,170.48399,-43.02,2304956.979,5795697.383
South Island,170.59801,-42.99,2314152.346,5799302.83
South Island,170.66299,-42.953,2319335.142,5803562.313
South Island,170.75999,-42.908,2327114.455,5808776.798
South Island,170.778,-42.896,2328549.385,5810148.774
South Island,170.815,-42.873,2331503.959,5812782.827
South Island,170.879,-42.809,2336551.822,5820025.449
South Island,170.94501,-42.731,2341737.131,5828823.144
South Island,171.02,-42.671,2347719.805,5835635
South Island,171.095,-42.606,2353702.796,5842996.828
South Island,171.15601,-42.531,2358525.421,5851438.791
South Island,171.189,-42.46,2361065.358,5859383.636
South Island,171.23,-42.379,2364247.763,5868452.083
South Island,171.28101,-42.313,2368298.579,5875869.832
South Island,171.311,-42.249,2370628.213,5883028.368
South Island,171.315,-42.188,2370822.752,5889810.246
South Island,171.332,-42.114,2372064.365,5898057.389
South Island,171.362,-42.042,2374390.144,5906103.109
South Island,171.408,-42.043,2378200.82,5906064.889
South Island,171.40199,-41.991,2377593.953,5911831.189
South Island,171.416,-41.915,2378596.701,5920294.485
South Island,171.45599,-41.867,2381817.098,5925687.271
South Island,171.46001,-41.808,2382031.721,5932246.609
South Island,171.47099,-41.745,2382818.015,5939260.703
South Island,171.584,-41.728,2392187.271,5941312.08
South Island,171.709,-41.719,2402572.957,5942477.588
South Island,171.76199,-41.707,2406963.273,5943876.138
South Island,171.87199,-41.614,2415981.878,5954333.345
South Island,171.92799,-41.532,2420535.051,5963501.535
South Island,171.967,-41.48,2423720.894,5969317.432
South Island,172.006,-41.437,2426922.887,5974132.164
South Island,172.067,-41.389,2431963.302,5979521.048
South Island,172.09,-41.281,2433759.666,5991537.301
South Island,172.10899,-41.249,2435313.847,5995108.231
South Island,172.10001,-41.169,2434468.027,6003985.945
South Island,172.099,-41.103,2434306.582,6011315.662
South Island,172.10699,-41.034,2434898.601,6018986.46
South Island,172.103,-40.966,2434484.739,6026535.749
South Island,172.101,-40.901,2434241.535,6033753.575
South Island,172.13,-40.851,2436629.978,6039331.961
South Island,172.19501,-40.801,2442061.622,6044938.147
South Island,172.252,-40.767,2446839.424,6048757.239
South Island,172.28799,-40.745,2449858.756,6051226.078
South Island,172.35899,-40.701,2455820.665,6056159.265
South Island,172.44,-40.631,2462618.938,6063980.485
South Island,172.535,-40.591,2470634.208,6068469.491
South Island,172.506,-40.635,2468206.1,6063569.502
South Island,172.54401,-40.615,2471410.727,6065807.969
South Island,172.59399,-40.592,2475629.15,6068382.86
South Island,172.62199,-40.561,2477985.183,6071836.115
South Island,172.57001,-40.586,2473595.685,6069039.701
South Island,172.56599,-40.559,2473240.707,6072036.691
South Island,172.632,-40.525,2478816.666,6075837.774
South Island,172.63,-40.51,2478640.315,6077502.965
South Island,,,,
South Island,173.065,-40.981,2515470.456,6025257.965
South Island,,,,
South Island,173.13,-41.28,2520891.919,5992046.689
South Island,173.189,-41.284,2525833.795,5991593.614
South Island,173.13,-41.28,2520891.919,5992046.689
South Island,,,,
South Island,173.936,-40.8,2588984.957,6044934.135
South Island,173.95,-40.753,2590223.158,6050139.909
South Island,173.939,-40.696,2589362.593,6056478.823
South Island,173.909,-40.75,2586764.691,6050509.96
South Island,173.89799,-40.773,2585808.646,6047965.828
South Island,173.89301,-40.793,2585365.496,6045749.462
South Island,173.86,-40.804,2582567.787,6044556.114
South Island,173.869,-40.743,2583394.768,6051321.693
South Island,173.82201,-40.769,2579399.109,6048473.339
South Island,173.799,-40.826,2577398.504,6042162.351
South Island,173.842,-40.846,2581003.949,6039907.435
South Island,173.795,-40.861,2577025.621,6038279.125
South Island,173.76601,-40.859,2574583.626,6038523.115
South Island,173.784,-40.917,2576042.301,6032069.367
South Island,173.793,-40.936,2576781.184,6029952.757
South Island,173.85201,-40.898,2581791.528,6034125.296
South Island,173.892,-40.871,2585191.576,6037089.566
South Island,173.901,-40.847,2585977.733,6039746.623
South Island,173.936,-40.8,2588984.957,6044934.135
South Island,,,,
South Island,174.217,-41.215,2612052.204,5998562.368
South Island,174.16,-41.241,2607234.431,5995740.406
South Island,174.217,-41.23,2612028.973,5996896.77
South Island,174.265,-41.229,2616054.39,5996950.582
South Island,174.319,-41.214,2620606.387,5998549.135
South Island,174.369,-41.186,2624847.577,6001593.612
South Island,174.388,-41.111,2626573.759,6009896.085
South Island,174.35001,-41.118,2623371.383,6009168.863
South Island,174.289,-41.142,2618208.988,6006581.425
South Island,174.349,-41.145,2623240.25,6006172.22
South Island,174.351,-41.161,2623380.629,6004393.05
South Island,174.304,-41.171,2619419.99,6003342.659
South Island,174.25,-41.19,2614858.966,6001299.225
South Island,174.217,-41.215,2612052.204,5998562.368
South Island,,,,
South Island,167.60699,-46.776,2098044.393,5367960.05
South Island,167.645,-46.798,2101101.186,5365710.324
South Island,167.64999,-46.764,2101234.178,5369506.822
South Island,167.60699,-46.776,2098044.393,5367960.05
South Island,,,,
South Island,168.522,-46.75,2167643.019,5375049.659
South Island,168.491,-46.773,2165417.841,5372367.41
South Island,168.507,-46.802,2166813.974,5369215.176
South Island,168.54601,-46.78,2169655.281,5371819.028
South Island,168.522,-46.75,2167643.019,5375049.659
South Island,,,,
South Island,167.392,-47.252,2085296.274,5314060.644
South Island,167.43201,-47.227,2088128.461,5317041.056
South Island,167.392,-47.252,2085296.274,5314060.644
South Island,,,,
South Island,167.89301,-46.691,2119255.076,5378791.39
South Island,167.80901,-46.693,2112856.443,5378165.711
South Island,167.731,-46.717,2107073.303,5375122.216
South Island,167.722,-46.783,2106859.674,5367756.249
South Island,167.73199,-46.816,2107857.047,5364144.495
South Island,167.761,-46.879,2110514.612,5357297.344
South Island,167.757,-46.949,2110708.707,5349511.912
South Island,167.67999,-46.983,2105103.922,5345361.724
South Island,167.70399,-47.035,2107300.207,5339711.314
South Island,167.645,-47.043,2102884.189,5338531.946
South Island,167.58,-47.089,2098294.133,5333103.674
South Island,167.59,-47.124,2099309.301,5329271.334
South Island,167.57899,-47.154,2098696.861,5325888.011
South Island,167.54201,-47.186,2096136.119,5322151.585
South Island,167.48,-47.22,2091702.133,5318064.316
South Island,167.45399,-47.273,2090136.709,5312051.835
South Island,167.522,-47.281,2095331.098,5311511.741
South Island,167.59,-47.263,2100332.119,5313851.395
South Island,167.621,-47.271,2102731.791,5313118.719
South Island,167.658,-47.246,2105344.152,5316075.849
South Island,167.644,-47.225,2104133.554,5318336.268
South Island,167.58701,-47.243,2099959.047,5316055.133
South Island,167.58501,-47.235,2099749.023,5316932.587
South Island,167.632,-47.21,2103117.145,5319940.753
South Island,167.631,-47.192,2102910.139,5321932.673
South Island,167.67799,-47.203,2106543.306,5320945.081
South Island,167.69099,-47.17,2107288.138,5324670.223
South Island,167.72701,-47.182,2110099.341,5323515.475
South Island,167.79601,-47.176,2115276.444,5324515.931
South Island,167.84801,-47.189,2119301.521,5323322.751
South Island,167.923,-47.152,2124719.131,5327783.173
South Island,167.97701,-47.138,2128712.265,5329589.053
South Island,168.02,-47.122,2131859.527,5331563.475
South Island,168.069,-47.11,2135490.945,5333119.762
South Island,168.131,-47.121,2140261.013,5332179.914
South Island,168.091,-47.1,2137091.295,5334329.63
South Island,168.118,-47.096,2139110.943,5334895.788
South Island,168.153,-47.084,2141684.805,5336384.991
South Island,168.215,-47.098,2146475.577,5335107.231
South Island,168.17999,-47.071,2143646.038,5337948.393
South Island,168.2,-47.057,2145072.4,5339591.169
South Island,168.22099,-47.024,2146451.067,5343346.65
South Island,168.211,-46.991,2145479.021,5346964.877
South Island,168.185,-46.95,2143237.364,5351399.435
South Island,168.168,-46.941,2141886.545,5352322.226
South Island,168.15199,-46.973,2140879.684,5348699.121
South Island,168.095,-46.99,2136663.588,5346554.977
South Island,168.132,-46.961,2139282.091,5349940.821
South Island,168.04601,-46.947,2132654.904,5351102.721
South Island,168.00301,-46.934,2129299.181,5352346.674
South Island,167.952,-46.966,2125641.074,5348558.044
South Island,167.98199,-46.935,2127708.281,5352137.971
South Island,167.998,-46.894,2128647.156,5356761.907
South Island,168.021,-46.877,2130281.958,5358754.934
South Island,168.04601,-46.92,2132473.655,5354098.828
South Island,168.06799,-46.904,2134037.931,5355975.184
South Island,168.136,-46.911,2139256.695,5355507.601
South Island,168.14,-46.898,2139475.345,5356968.311
South Island,168.134,-46.873,2138854.211,5359715.554
South Island,168.10201,-46.85,2136267.128,5362122.808
South Island,168.052,-46.822,2132272.053,5365000.989
South Island,168.008,-46.788,2128690.594,5368570.2
South Island,167.989,-46.733,2126868.925,5374584.357
South Island,167.931,-46.704,2122244.8,5377529.424
South Island,167.89301,-46.691,2119255.076,5378791.39
South Island,,,,
South Island,166.54401,-46.05,2010674.306,5442519.279
South Island,166.53101,-46.07,2009847.588,5440223.334
South Island,166.54401,-46.05,2010674.306,5442519.279
South Island,,,,
South Island,166.63499,-46.138,2018457.596,5433320.314
South Island,166.65199,-46.103,2019464.559,5437301.521
South Island,166.61501,-46.132,2016866.113,5433864.567
South Island,166.63499,-46.138,2018457.596,5433320.314
South Island,,,,
South Island,166.804,-45.747,2028181.414,5477661.536
South Island,166.88499,-45.738,2034391.161,5479133.884
South Island,166.804,-45.747,2028181.414,5477661.536
South Island,,,,
South Island,166.71001,-45.758,2020982.731,5475883.494
South Island,166.63901,-45.774,2015613.722,5473682.573
South Island,166.66901,-45.779,2017983.24,5473309.835
South Island,166.759,-45.757,2024774.639,5476286.711
South Island,166.71001,-45.758,2020982.731,5475883.494
South Island,,,,
South Island,166.515,-45.773,2005988.828,5473034.477
South Island,166.569,-45.75,2009974.698,5475915.359
South Island,166.49899,-45.755,2004588.07,5474929.839
South Island,166.515,-45.773,2005988.828,5473034.477
South Island,,,,
South Island,166.556,-45.663,2008203.017,5485475.683
South Island,166.593,-45.697,2011374.278,5481935.092
South Island,166.584,-45.713,2010815.167,5480107.118
South Island,166.593,-45.746,2011801.637,5476505.431
South Island,166.65199,-45.726,2016205.536,5479080.285
South Island,166.70399,-45.747,2020421.486,5477066.426
South Island,166.724,-45.681,2021410.402,5484500.485
South Island,166.701,-45.608,2018998.124,5492452.275
South Island,166.618,-45.61,2012559.926,5491728.084
South Island,166.564,-45.64,2008623.097,5488073.379
South Island,166.519,-45.668,2005372.462,5484693.445
South Island,166.468,-45.716,2001837.492,5479058.445
South Island,166.48399,-45.733,2003229.412,5477274.365
South Island,166.556,-45.663,2008203.017,5485475.683
South Island,,,,
South Island,167.00101,-45.287,2039719.482,5529793.49
South Island,166.966,-45.23,2036513.026,5535909.251
South Island,166.97099,-45.165,2036371.624,5543142.571
South Island,166.937,-45.17,2033747.654,5542390.96
South Island,166.896,-45.215,2030906.363,5537163.939
South Island,166.895,-45.253,2031143.188,5532946.506
South Island,166.94701,-45.292,2035535.515,5528927.285
South Island,167.00101,-45.287,2039719.482,5529793.49
South Island,,,,
South Island,170.237,-43.162,2285353.95,5779291.843
South Island,170.18401,-43.198,2281181.544,5775149.97
South Island,170.222,-43.176,2284186.437,5777696.645
South Island,170.237,-43.162,2285353.95,5779291.843
Bathymetry 1,,,,
Bathymetry 1,183.117,-43.833,3324568.553,5659811.267
Bathymetry 1,183.283,-43.817,3338178.726,5659993.633
Bathymetry 1,183.3,-43.8,3339779.583,5661723.423
Bathymetry 1,183.39999,-43.8,3347853.884,5660745.346
Bathymetry 1,183.45,-43.933,3350075.67,5645422.062
Bathymetry 1,183.3,-44.017,3336853.24,5637529.61
Bathymetry 1,183.33701,-44.117,3338471.417,5626016.38
Bathymetry 1,183.45,-44.117,3347549.574,5624901.648
Bathymetry 1,183.5,-44.067,3352258.371,5629981.378
Bathymetry 1,183.66701,-44.042,3366041.557,5631093.985
Bathymetry 1,183.66701,-44.017,3366391.879,5633882.894
Bathymetry 1,183.58299,-44.008,3359753.392,5635732.769
Bathymetry 1,183.58299,-43.9,3361251.401,5647778.704
Bathymetry 1,183.66701,-43.783,3369657.378,5659984.007
Bathymetry 1,183.75,-43.758,3376713.867,5661933.388
Bathymetry 1,183.79201,-43.717,3380686.05,5666079.637
Bathymetry 1,183.54201,-43.733,3360244.206,5666811.389
Bathymetry 1,183.367,-43.683,3346769.617,5674112.622
Bathymetry 1,183.33299,-43.75,3343117.103,5666975.881
Bathymetry 1,183.26601,-43.767,3337476.963,5665732.459
Bathymetry 1,183.2,-43.75,3332370.559,5668265.584
Bathymetry 1,183.2,-43.783,3331931.681,5664587.254
Bathymetry 1,183.117,-43.813,3324832.857,5662040.471
Bathymetry 1,183.117,-43.833,3324568.553,5659811.267
Bathymetry 1,,,,
Bathymetry 1,183.45,-43.783,3352124.316,5662148.185
Bathymetry 1,183.45,-43.783,3352124.316,5662148.185
Bathymetry 1,183.533,-43.8,3358596.118,5659429.897
Bathymetry 1,183.467,-43.867,3352349.735,5652613.69
Bathymetry 1,183.533,-43.95,3356530.37,5642701.746
Bathymetry 1,183.55,-43.967,3357665.078,5640636.024
Bathymetry 1,183.58299,-43.85,3361943.197,5653355.12
Bathymetry 1,183.617,-43.8,3365381.11,5658590.7
Bathymetry 1,183.58299,-43.75,3363323.536,5664507.122
Bathymetry 1,183.45,-43.75,3352573.745,5665827.601
Bathymetry 1,183.45,-43.783,3352124.316,5662148.185
Bathymetry 1,,,,
Bathymetry 1,183.733,-44.217,3368876.839,5610898.951
Bathymetry 1,183.733,-44.217,3368876.839,5610898.951
Bathymetry 1,183.75,-44.25,3369772.017,5607043.035
Bathymetry 1,183.733,-44.333,3367228.314,5597954.886
Bathymetry 1,183.76601,-44.333,3369872.351,5597617.011
Bathymetry 1,183.83299,-44.25,3376428.88,5606191.373
Bathymetry 1,183.783,-44.208,3373017.7,5611392.003
Bathymetry 1,183.733,-44.217,3368876.839,5610898.951
Bathymetry 1,,,,
Bathymetry 1,183.683,-44.25,3364398.33,5607725.834
Bathymetry 1,183.675,-44.241,3363883.82,5608811.258
Bathymetry 1,,,,
Bathymetry 1,183.817,-44.333,3373956.798,5597093.058
Bathymetry 1,183.817,-44.32,3374143.307,5598543.908
Bathymetry 1,,,,
Bathymetry 1,169.41815,-42.73661667,2216761.856,5823981.014
Bathymetry 1,169.41135,-42.76163333,2216324.979,5821179.449
Bathymetry 1,169.4045333,-42.76915,2215803.315,5820320.819
Bathymetry 1,169.37045,-42.78665,2213099.905,5818256.853
Bathymetry 1,169.3397833,-42.79166667,2210616.514,5817590.049
Bathymetry 1,169.2886667,-42.78666667,2206411.894,5817960.05
Bathymetry 1,169.20005,-42.77668333,2199114.517,5818741.302
Bathymetry 1,169.1387,-42.7692,2194058.246,5819341.027
Bathymetry 1,169.0909833,-42.7642,2190129.071,5819713.784
Bathymetry 1,169.0398667,-42.7642,2185947.602,5819515.916
Bathymetry 1,169.0023833,-42.76173333,2182868.235,5819643.003
Bathymetry 1,168.9308167,-42.76425,2177027.519,5819079.507
Bathymetry 1,168.8694833,-42.77425,2172065.743,5817721.823
Bathymetry 1,168.8081333,-42.79428333,2167160.608,5815246.556
Bathymetry 1,168.7468,-42.81928333,2162288.552,5812216.362
Bathymetry 1,168.7093167,-42.84178333,2159354.615,5809561.089
Bathymetry 1,168.6479833,-42.87428333,2154533.795,5805692.573
Bathymetry 1,168.6003,-42.90925,2150846.887,5801605.913
Bathymetry 1,168.5662167,-42.9442,2148273.541,5797578.456
Bathymetry 1,168.5389667,-42.9841,2146290.007,5793030.602
Bathymetry 1,168.5151333,-43.02646667,2144602.585,5788223.471
Bathymetry 1,168.4844833,-43.08623333,2142468.721,5781454.557
Bathymetry 1,168.46405,-43.136,2141109.413,5775840.414
Bathymetry 1,168.46065,-43.16335,2140999.683,5772789.931
Bathymetry 1,168.4708833,-43.21056667,2142118.096,5767595.426
Bathymetry 1,168.48795,-43.25773333,2143789.241,5762436.683
Bathymetry 1,168.5152333,-43.29741667,2146241.25,5758153.119
Bathymetry 1,168.5527333,-43.32966667,2149473.604,5754738.292
Bathymetry 1,168.6038667,-43.35691667,2153777.179,5751935.693
Bathymetry 1,168.68565,-43.3891,2160586.649,5748712.811
Bathymetry 1,168.7367833,-43.4089,2164838.77,5746730.005
Bathymetry 1,168.7777,-43.42375,2168233.754,5745251.742
Bathymetry 1,168.8254,-43.4287,2172120.292,5744898.274
Bathymetry 1,168.88675,-43.43115,2177096.568,5744874.999
Bathymetry 1,168.9651333,-43.42866667,2183423.67,5745462.882
Bathymetry 1,169.01965,-43.42865,2187833.825,5745678.311
Bathymetry 1,169.0435167,-43.44101667,2189830.219,5744398.196
Bathymetry 1,169.0469333,-43.45338333,2190172.123,5743038.714
Bathymetry 1,169.0128667,-43.48308333,2187576.19,5739609.948
Bathymetry 1,168.95835,-43.50286667,2183277.294,5737200.307
Bathymetry 1,168.9004,-43.51771667,2178677.007,5735321.637
Bathymetry 1,168.82885,-43.53008333,2172967.079,5733660.011
Bathymetry 1,168.7538833,-43.54738333,2167012.047,5731431.705
Bathymetry 1,168.7164,-43.5622,2164071.434,5729631.128
Bathymetry 1,168.7164167,-43.5869,2164214.947,5726889.983
Bathymetry 1,168.7436833,-43.60416667,2166513.348,5725087.422
Bathymetry 1,168.77775,-43.6091,2169288.801,5724680.916
Bathymetry 1,168.76755,-43.6313,2168592.491,5722175.02
Bathymetry 1,168.7096333,-43.65845,2164080.29,5718921.035
Bathymetry 1,168.6414667,-43.66586667,2158631.416,5717810.249
Bathymetry 1,168.6073833,-43.6634,2155871.08,5717938.403
Bathymetry 1,168.5460333,-43.6782,2151017.288,5716031.105
Bathymetry 1,168.5221833,-43.70531667,2149259.772,5712918.047
Bathymetry 1,168.5222167,-43.75456667,2149559.198,5707453.089
Bathymetry 1,168.512,-43.78901667,2148945.504,5703585.665
Bathymetry 1,168.4949667,-43.82346667,2147785.164,5699688.293
Bathymetry 1,168.4540833,-43.85788333,2144711.319,5695689.062
Bathymetry 1,168.4268333,-43.8628,2142553.7,5695022.446
Bathymetry 1,168.39275,-43.8579,2139787.022,5695413.676
Bathymetry 1,168.3654833,-43.85051667,2137551.761,5696110.089
Bathymetry 1,168.3177667,-43.86528333,2133813.472,5694254.999
Bathymetry 1,168.2871167,-43.91195,2131649.458,5688936.998
Bathymetry 1,168.2632833,-43.95121667,2129988.516,5684470.755
Bathymetry 1,168.2224,-43.98311667,2126917.069,5680742.224
Bathymetry 1,168.1746833,-44.02725,2123381.815,5675622.987
Bathymetry 1,168.1372167,-44.05421667,2120559.705,5672454.749
Bathymetry 1,168.10315,-44.0787,2117995.926,5669576.953
Bathymetry 1,168.0690833,-44.12031667,2115548.53,5664797.505
Bathymetry 1,168.04865,-44.16678333,2114226.227,5659544.814
Bathymetry 1,168.0248167,-44.19613333,2112520.349,5656174.148
Bathymetry 1,168.0077667,-44.19611667,2111159.541,5656093.45
Bathymetry 1,167.96005,-44.19123333,2107318.289,5656402.578
Bathymetry 1,167.9191667,-44.19368333,2104072.242,5655929.776
Bathymetry 1,167.8919,-44.21813333,2102064.967,5653082.84
Bathymetry 1,167.90895,-44.24255,2103592.976,5650459.056
Bathymetry 1,167.9396167,-44.24253333,2106038.157,5650612.066
Bathymetry 1,167.9600833,-44.25716667,2107769.763,5649089.277
Bathymetry 1,167.9532833,-44.29135,2107460.715,5645264.338
Bathymetry 1,167.9089833,-44.32793333,2104182.947,5640988.706
Bathymetry 1,167.8544833,-44.36206667,2100081.145,5636932.278
Bathymetry 1,167.7965333,-44.3913,2095675.822,5633399.256
Bathymetry 1,167.7488333,-44.4181,2092072.782,5630185.266
Bathymetry 1,167.7181833,-44.44731667,2089845.251,5626788.621
Bathymetry 1,167.6909167,-44.47408333,2087871.31,5623680.303
