Section,Lon,Lat,NZE,NZN
Bathymetry 1,171.3856667,-45.68378333,2384130.65,5501561.569
Bathymetry 1,171.34135,-45.63615,2380574.595,5506789.466
Bathymetry 1,171.3720167,-45.59561667,2382879.414,5511340.925
Bathymetry 1,171.4231333,-45.57653333,2386828.69,5513537.248
Bathymetry 1,171.464,-45.55026667,2389965.928,5516515.164
Bathymetry 1,171.44695,-45.51925,2388571.427,5519938.396
Bathymetry 1,171.4674,-45.47863333,2390087.892,5524481.806
Bathymetry 1,171.5559833,-45.45231667,2396964.903,5527528.085
Bathymetry 1,171.5968667,-45.4284,2400119.489,5530239.873
Bathymetry 1,171.6616,-45.37335,2405089.891,5536440.16
Bathymetry 1,171.6956667,-45.32305,2407673.279,5542072.32
Bathymetry 1,171.7672167,-45.2535,2413172.101,5549886.144
Bathymetry 1,171.8217167,-45.20788333,2417380.924,5555016.771
Bathymetry 1,171.88645,-45.16463333,2422404.622,5559892.131
Bathymetry 1,171.9511833,-45.11175,2427422.864,5565834.35
Bathymetry 1,172.03295,-45.04433333,2433774.075,5573403.31
Bathymetry 1,172.1215333,-44.97926667,2440680.67,5580710.379
Bathymetry 1,172.1896833,-44.94308333,2446019.268,5584784.832
Bathymetry 1,172.2578333,-44.91653333,2451373.777,5587784.198
Bathymetry 1,172.3328,-44.8948,2457275.988,5590247.976
Bathymetry 1,172.4316333,-44.87063333,2465067.375,5592989.428
Bathymetry 1,172.5440833,-44.84645,2473942.19,5595729.114
Bathymetry 1,172.6701667,-44.82226667,2483903.192,5598460.819
Bathymetry 1,172.8201167,-44.79805,2495761.759,5601184.854
Bathymetry 1,172.9223333,-44.7787,2503851.085,5603345.487
Bathymetry 1,172.9836833,-44.7811,2508708.656,5603079.665
Bathymetry 1,173.0416333,-44.80043333,2513295.075,5600928
Bathymetry 1,173.1438833,-44.856,2521375.313,5594738.297
Bathymetry 1,173.1950167,-44.89946667,2525405.586,5589895.838
Bathymetry 1,173.2495667,-44.93081667,2529704.285,5586396.905
Bathymetry 1,173.32455,-44.94288333,2535620.746,5585032.208
Bathymetry 1,173.3654333,-44.9308,2538855.659,5586360.884
Bathymetry 1,173.3211333,-44.89461667,2535374.008,5590399.912
Bathymetry 1,173.2904333,-44.84873333,2532967.707,5595511.246
Bathymetry 1,173.30065,-44.78586667,2533803.777,5602497.477
Bathymetry 1,173.35175,-44.75198333,2537867.047,5606247.125
Bathymetry 1,173.4165,-44.75921667,2542992.423,5605417.356
Bathymetry 1,173.4608167,-44.81003333,2546469.479,5599747.683
Bathymetry 1,173.4574333,-44.84385,2546179.503,5595989.413
Bathymetry 1,173.4778833,-44.89216667,2547764.007,5590607.494
Bathymetry 1,173.5051667,-44.91871667,2549901.191,5587641.739
Bathymetry 1,173.5460667,-44.90663333,2553141.808,5588963.44
Bathymetry 1,173.6142,-44.85833333,2558567.653,5594294.036
Bathymetry 1,173.6959667,-44.8003,2565090.863,5600693.099
Bathymetry 1,173.8084333,-44.75916667,2574040.521,5605182.66
Bathymetry 1,173.90385,-44.7664,2581590.579,5604297.733
Bathymetry 1,173.9617833,-44.76881667,2586176.476,5603975.813
Bathymetry 1,174.0640333,-44.79781667,2594233.375,5600649.43
Bathymetry 1,174.122,-44.84856667,2598744.427,5594943.936
Bathymetry 1,174.1595167,-44.921,2601596.448,5586847.08
Bathymetry 1,174.1595333,-44.99093333,2601485.634,5579069.835
Bathymetry 1,174.1868167,-45.02466667,2603583.341,5575286.805
Bathymetry 1,174.2651833,-45.0126,2609785.451,5576534.521
Bathymetry 1,174.3674167,-44.9909,2617891.599,5578816.189
Bathymetry 1,174.4730667,-44.9957,2626219.916,5578135.823
Bathymetry 1,174.5651,-45.01255,2633446.644,5576125.467
Bathymetry 1,174.6775667,-45.02216667,2642297.63,5574878.374
Bathymetry 1,174.7423167,-45.01011667,2647434.119,5576111.011
Bathymetry 1,174.8275,-44.97875,2654233.556,5579452.167
Bathymetry 1,174.9535833,-44.94256667,2664283.557,5583245.626
Bathymetry 1,175.0626333,-44.90393333,2673006.362,5587330.701
Bathymetry 1,175.1955333,-44.87493333,2683598.258,5590282.8
Bathymetry 1,175.3318333,-44.83866667,2694492.584,5594018.818
Bathymetry 1,175.47155,-44.79996667,2705678.892,5597999.814
Bathymetry 1,175.60445,-44.75396667,2716365.193,5602791.402
Bathymetry 1,175.7373333,-44.70795,2727066.514,5607568.183
Bathymetry 1,175.8532,-44.67401667,2736386.96,5611031.111
Bathymetry 1,175.95885,-44.65945,2744829.553,5612356.443
Bathymetry 1,176.0304167,-44.66913333,2750471.235,5611073.752
Bathymetry 1,176.0781333,-44.71273333,2754077.983,5606084.5
Bathymetry 1,176.1020333,-44.79258333,2755639.941,5597131.94
Bathymetry 1,176.0714,-44.87236667,2752882.916,5588348.011
Bathymetry 1,176.0884333,-44.90856667,2754079.203,5584270.759
Bathymetry 1,176.1531833,-44.91096667,2759187.616,5583809.716
Bathymetry 1,176.22135,-44.88681667,2764681.246,5586287.614
Bathymetry 1,176.2554,-44.82883333,2767628.665,5592631.815
Bathymetry 1,176.2996667,-44.73931667,2771530.612,5602449.977
Bathymetry 1,176.38825,-44.6424,2778994.684,5612945.924
Bathymetry 1,176.4768333,-44.5793,2786323.205,5619672.864
Bathymetry 1,176.5960833,-44.52826667,2796048.563,5624945.069
Bathymetry 1,176.71535,-44.46748333,2805839.638,5631288.088
Bathymetry 1,176.8209833,-44.42121667,2814488.718,5636052.984
Bathymetry 1,176.9300167,-44.37008333,2823447.301,5641335.756
Bathymetry 1,177.0424667,-44.31643333,2832706.766,5646873.915
Bathymetry 1,177.1549,-44.27738333,2841899.983,5650776.464
Bathymetry 1,177.30145,-44.24563333,2853790.699,5653715.671
Bathymetry 1,177.4513833,-44.22361667,2865906.88,5655537.79
Bathymetry 1,177.5774833,-44.21871667,2876021.25,5655539.488
Bathymetry 1,177.7036,-44.2138,2886138.845,5655527.93
Bathymetry 1,177.8126167,-44.17958333,2895077.224,5658838.498
Bathymetry 1,177.95915,-44.1233,2907174.586,5664415.194
Bathymetry 1,178.1022833,-44.12816667,2918608.217,5663187.629
Bathymetry 1,178.2011333,-44.16485,2926274.138,5658622.561
Bathymetry 1,178.2965667,-44.2088,2933606.097,5653257.069
Bathymetry 1,178.3715667,-44.2503,2939310.767,5648259.987
Bathymetry 1,178.4465667,-44.29908333,2944954.411,5642447.215
Bathymetry 1,178.51815,-44.3576,2950244.041,5635564.09
Bathymetry 1,178.6101833,-44.4209,2957116.973,5628034.412
Bathymetry 1,178.7226667,-44.46953333,2965714.48,5622016.447
Bathymetry 1,178.8521833,-44.5157,2975672.386,5616165.604
Bathymetry 1,179.0226167,-44.54481667,2989005.989,5611961.223
Bathymetry 1,179.21005,-44.57635,3003658.748,5607359.542
Bathymetry 1,179.3463667,-44.58361667,3014438.507,5605734.899
Bathymetry 1,179.5065667,-44.59085,3027115.328,5603948.329
Bathymetry 1,179.6599333,-44.59568333,3039267.577,5602447.755
Bathymetry 1,179.7962333,-44.59565,3050105.542,5601577.055
Bathymetry 1,179.9632333,-44.60291667,3063317.314,5599672.862
Bathymetry 1,180.1302333,-44.60286667,3076596.147,5598556.308
Bathymetry 1,180.3279,-44.60041667,3092337.769,5597466.439
Bathymetry 1,180.5187333,-44.58338333,3107684.646,5598011.598
Bathymetry 1,180.6720833,-44.55908333,3120132.749,5599605.985
Bathymetry 1,180.8186333,-44.53233333,3132075.53,5601501.665
Bathymetry 1,180.9549333,-44.49585,3143315.866,5604538.525
Bathymetry 1,181.1117,-44.48366667,3155939.478,5604694.716
Bathymetry 1,181.2548333,-44.49091667,3167268.658,5602771.23
Bathymetry 1,181.3979667,-44.48116667,3178786.044,5602721.016
Bathymetry 1,181.5547333,-44.47141667,3191395.203,5602540.334
Bathymetry 1,181.6842333,-44.45923333,3201862.923,5602833.378
Bathymetry 1,181.8307833,-44.45435,3213610.309,5602154.197
Bathymetry 1,181.98415,-44.45675,3225817.66,5600584.936
Bathymetry 1,182.1341,-44.48103333,3237486.705,5596584.917
Bathymetry 1,182.2738333,-44.49803333,3248422.564,5593464.611
Bathymetry 1,182.4101667,-44.51745,3259051.845,5590086.347
Bathymetry 1,182.52945,-44.53201667,3268377.715,5587385.393
Bathymetry 1,182.6726,-44.55383333,3279508.677,5583642.244
Bathymetry 1,182.8055333,-44.5878,3289659.36,5578619.915
Bathymetry 1,182.9111833,-44.62175,3297626.512,5573840.064
Bathymetry 1,183.0304833,-44.66053333,3306605.925,5568378.779
Bathymetry 1,183.1157,-44.68716667,3313027.183,5564587.896
Bathymetry 1,183.2111333,-44.71136667,3320288.49,5560960.982
Bathymetry 1,183.2929167,-44.72346667,3326626.079,5558808.884
Bathymetry 1,183.4054,-44.73313333,3335436.722,5556616.036
Bathymetry 1,183.51785,-44.73553333,3344345.676,5555221.677
Bathymetry 1,183.6269,-44.7452,3352880.971,5553038.629
Bathymetry 1,183.6984833,-44.74518333,3358574.391,5552309.17
Bathymetry 1,183.8348,-44.73788333,3369523.904,5551717.539
Bathymetry 1,183.9097667,-44.70881667,3375914.919,5554181.309
Bathymetry 1,183.9677,-44.67973333,3380955.55,5556821.216
Bathymetry 1,184.0460667,-44.65065,3387629.418,5559242.541
Bathymetry 1,184.1346667,-44.63121667,3394982.022,5560472.036
Bathymetry 1,184.2675667,-44.60936667,3405911.095,5561487.746
Bathymetry 1,184.39025,-44.59963333,3415849.718,5561245.099
Bathymetry 1,184.4856667,-44.58746667,3423653.825,5561560.228
Bathymetry 1,184.60495,-44.57046667,3433443.964,5562142.494
Bathymetry 1,184.6901333,-44.55345,3440516.191,5563095.494
Bathymetry 1,184.806,-44.52428333,3450238.701,5565054.63
Bathymetry 1,184.87075,-44.49511667,3455880.582,5567583.284
Bathymetry 1,184.9082,-44.44888333,3459612.328,5572328.006
Bathymetry 1,184.9559,-44.39046667,3464363.164,5578317.758
Bathymetry 1,184.97295,-44.33686667,3466582.838,5584117.656
Bathymetry 1,184.9797167,-44.27101667,3468171.391,5591404.663
Bathymetry 1,184.9558333,-44.21975,3467062.81,5597409.253
Bathymetry 1,184.9149333,-44.18798333,3464273.622,5601424.823
Bathymetry 1,184.8978667,-44.1391,3463667.337,5607082.977
Bathymetry 1,184.9728333,-44.10238333,3470282.095,5610339.797
Bathymetry 1,185.06485,-44.08523333,3477968.848,5611209.695
Bathymetry 1,185.1671,-44.1048,3485899.256,5607847.543
Bathymetry 1,185.2795833,-44.16593333,3493978.738,5599704.547
Bathymetry 1,185.3750333,-44.21721667,3500830.375,5592848.594
Bathymetry 1,185.4397833,-44.2392,3505681.608,5589624.763
Bathymetry 1,185.46705,-44.23918333,3507876.359,5589304.005
Bathymetry 1,185.4874833,-44.21231667,3509964.103,5592069.662
Bathymetry 1,185.5045167,-44.16586667,3512101.766,5597067.973
Bathymetry 1,185.4704167,-44.1292,3509955.901,5601576.447
Bathymetry 1,185.3954167,-44.08028333,3504706.396,5607934.858
Bathymetry 1,185.3408833,-44.0411,3500941.698,5612958.007
Bathymetry 1,185.3272333,-44.0068,3500394.052,5616955.137
Bathymetry 1,185.3476667,-43.96755,3502678.474,5621108.59
Bathymetry 1,185.3987667,-43.94546667,3507166.082,5622982.639
Bathymetry 1,185.4805833,-43.93073333,3514021.723,5623671.057
Bathymetry 1,185.5725667,-43.8988,3521986.232,5626158.869
Bathymetry 1,185.6679833,-43.85946667,3530359.243,5629427.99
Bathymetry 1,185.7054667,-43.83243333,3533842.549,5632007.243
Bathymetry 1,185.7190833,-43.80291667,3535433.764,5635149.341
Bathymetry 1,185.71225,-43.76601667,3535487.97,5639362.357
Bathymetry 1,185.6952,-43.7414,3534509.408,5642321.631
Bathymetry 1,185.6815667,-43.70691667,3533968.685,5646344.126
Bathymetry 1,185.6815667,-43.702,3534049.294,5646894.488
Bathymetry 1,185.6849667,-43.68721667,3534567.751,5648508.85
Bathymetry 1,185.6917667,-43.69213333,3535039.495,5647877.599
Bathymetry 1,185.6679,-43.66996667,3533463.689,5650642.467
Bathymetry 1,185.6713333,-43.65516667,3533984.691,5652258.229
Bathymetry 1,185.7053833,-43.62063333,3537317.602,5655718.889
Bathymetry 1,185.7564833,-43.58855,3541999.931,5658701.452
Bathymetry 1,185.8416667,-43.5416,3549706.213,5662938.472
Bathymetry 1,185.9098,-43.48475,3556196.058,5668484.677
Bathymetry 1,185.9575,-43.4328,3560945.519,5673726.324
Bathymetry 1,185.9915833,-43.38078333,3564588.656,5679138.771
Bathymetry 1,186.0017667,-43.32873333,3566281.659,5684843.012
Bathymetry 1,185.99155,-43.299,3565937.595,5688294.677
Bathymetry 1,185.95405,-43.26675,3563402.149,5692355.545
Bathymetry 1,185.8824667,-43.23945,3557994.093,5696267.874
Bathymetry 1,185.8108833,-43.21711667,3552501.373,5699618.969
Bathymetry 1,185.7563333,-43.18483333,3548560.228,5703876.344
Bathymetry 1,185.6574833,-43.12766667,3541386.472,5711432.536
Bathymetry 1,185.5416167,-43.09783333,3532372.028,5716119.468
Bathymetry 1,185.4393667,-43.0904,3524114.771,5718133.275
Bathymetry 1,185.4155,-43.05306667,3522745.838,5722579.531
Bathymetry 1,185.3916167,-43.0107,3521451.432,5727587.033
Bathymetry 1,185.3337,-43.01321667,3516664.333,5727968.628
Bathymetry 1,185.27575,-43.03316667,3511605.189,5726400.652
Bathymetry 1,185.2553167,-43.0232,3510085.196,5727746.024
Bathymetry 1,185.2553,-42.96586667,3510970.109,5734149.185
Bathymetry 1,185.2757167,-42.90598333,3513569.801,5740604.587
Bathymetry 1,185.25185,-42.85853333,3512341.162,5746172.958
Bathymetry 1,185.2211833,-42.86353333,3509745.628,5745961.391
Bathymetry 1,185.1530333,-42.92098333,3503270.911,5740315.607
Bathymetry 1,185.0951,-42.97088333,3497756.94,5735395.076
Bathymetry 1,185.0167167,-42.99333333,3490990.607,5733764.747
Bathymetry 1,184.9145,-42.99833333,3482539.832,5734341.204
Bathymetry 1,184.7611167,-42.99588333,3470011.97,5736300.245
Bathymetry 1,184.6657,-42.98095,3462417.769,5739004.564
Bathymetry 1,184.5804833,-42.95351667,3455839.97,5742984.995
Bathymetry 1,184.5395833,-42.91361667,3453071.119,5747874.345
Bathymetry 1,184.4714,-42.88366667,3447916.113,5751942.792
Bathymetry 1,184.35555,-42.89116667,3438309.291,5752334.957
Bathymetry 1,184.22605,-42.90618333,3427480.555,5752020.432
Bathymetry 1,184.1169833,-42.9137,3418437.63,5752316.457
Bathymetry 1,184.0249667,-42.9187,3410829.596,5752707.804
Bathymetry 1,183.9022833,-42.92121667,3400746.43,5753680.618
Bathymetry 1,183.7455167,-42.92125,3387908.668,5755259.096
Bathymetry 1,183.6228333,-42.91378333,3377964.715,5757313.907
Bathymetry 1,183.5137667,-42.90881667,3369101.409,5758943.125
Bathymetry 1,183.3978833,-42.89885,3359745.78,5761184.721
Bathymetry 1,183.2377167,-42.88641667,3346794.736,5764113.391
Bathymetry 1,183.0945667,-42.88643333,3335074.356,5765472.216
Bathymetry 1,182.9412,-42.88396667,3322550.609,5767184.274
Bathymetry 1,182.82875,-42.88398333,3313345.696,5768222.991
Bathymetry 1,182.7231,-42.87651667,3304790.857,5770021.291
Bathymetry 1,182.6004,-42.87403333,3294778.188,5771408.387
Bathymetry 1,182.4743,-42.87656667,3284426.829,5772253.871
Bathymetry 1,182.3141167,-42.84411667,3271703.738,5777275.609
Bathymetry 1,182.2664,-42.82413333,3268033.264,5779914.612
Bathymetry 1,182.1709667,-42.80166667,3260480.883,5783239.204
Bathymetry 1,182.0619,-42.79918333,3251575.729,5784448.478
Bathymetry 1,181.9324,-42.8067,3240882.891,5784706.292
Bathymetry 1,181.8097167,-42.81923333,3230694.966,5784334.656
Bathymetry 1,181.7143,-42.82425,3222827.03,5784562.433
Bathymetry 1,181.5950167,-42.81178333,3213199.012,5786919.394
Bathymetry 1,181.4689167,-42.8093,3202901.638,5788207.407
Bathymetry 1,181.4212,-42.8018,3199075.617,5789420.475
Bathymetry 1,181.3700833,-42.7868,3195050.553,5791492.132
Bathymetry 1,181.2542,-42.75931667,3185849.945,5795454.289
Bathymetry 1,181.1792167,-42.75181667,3179785.132,5796868.027
Bathymetry 1,181.0940167,-42.74933333,3172830.043,5797796.757
Bathymetry 1,181.0327,-42.75435,3167754.583,5797704.629
Bathymetry 1,180.9815667,-42.75936667,3163514.216,5797532.561
Bathymetry 1,180.89295,-42.76938333,3156153.77,5797081.702
Bathymetry 1,180.7907333,-42.78691667,3147607.1,5795888.063
Bathymetry 1,180.67825,-42.80195,3138249.339,5795037.219
Bathymetry 1,180.5692167,-42.81946667,3129154.339,5793874.138
Bathymetry 1,180.4703833,-42.82948333,3120970.651,5793462.018
Bathymetry 1,180.37155,-42.83451667,3112836.796,5793594.863
Bathymetry 1,180.2284167,-42.83953333,3101080.797,5794023.925
Bathymetry 1,180.1091333,-42.81956667,3091505.744,5797050.983
Bathymetry 1,180.0000833,-42.81208333,3082650.327,5798609.625
Bathymetry 1,179.8705667,-42.82461667,3071941.548,5798065.668
Bathymetry 1,179.7717333,-42.82211667,3063877.633,5798980.95
Bathymetry 1,179.6797167,-42.83215,3056263.396,5798451.189
Bathymetry 1,179.5468167,-42.85966667,3045160.767,5796224.611
Bathymetry 1,179.4139167,-42.87716667,3034150.24,5795094.903
Bathymetry 1,179.34235,-42.86468333,3028402.468,5796914.405
Bathymetry 1,179.22305,-42.85221667,3018749.317,5799009.625
Bathymetry 1,179.05265,-42.86225,3004738.175,5798885.406
Bathymetry 1,178.9027167,-42.86728333,2992442.635,5799175.444
Bathymetry 1,178.7834167,-42.8698,2982671.871,5799556.62
Bathymetry 1,178.6709667,-42.87231667,2973461.902,5799887.676
Bathymetry 1,178.5516833,-42.87733333,2963676.371,5799965.115
Bathymetry 1,178.45285,-42.86736667,2955669.09,5801588.586
Bathymetry 1,178.3199333,-42.8549,2944890.16,5803653.32
Bathymetry 1,178.2381333,-42.83991667,2938303.923,5805728.127
Bathymetry 1,178.187,-42.82493333,2934222.862,5807646.039
Bathymetry 1,178.12565,-42.80245,2929353.578,5810444.58
Bathymetry 1,178.0643,-42.78246667,2924464.423,5812961.751
Bathymetry 1,178.04725,-42.77496667,2923117.765,5813876.929
Bathymetry 1,178.0404333,-42.75993333,2922657.45,5815579.911
Bathymetry 2,,,,
Bathymetry 2,175.4298833,-42.74795,2708972.749,5826193.963
Bathymetry 2,175.4196667,-42.75045,2708128.368,5825939.871
Bathymetry 2,175.3617333,-42.76296667,2703346.613,5824681.534
Bathymetry 2,175.2526833,-42.778,2694375.732,5823251.6
Bathymetry 2,175.1879333,-42.77551667,2689083.517,5823664.774
Bathymetry 2,175.0993333,-42.78303333,2681811.602,5823011.071
Bathymetry 2,175.038,-42.79303333,2676765.965,5822021.273
Bathymetry 2,174.98005,-42.81306667,2671972.932,5819906.808
Bathymetry 2,174.9085,-42.83808333,2666058.482,5817260.368
Bathymetry 2,174.84375,-42.83558333,2660770.298,5817654.164
Bathymetry 2,174.8267,-42.8331,2659382.07,5817959.952
Bathymetry 2,174.72445,-42.83061667,2651026.708,5818409.289
Bathymetry 2,174.67675,-42.83811667,2647109.841,5817653.547
Bathymetry 2,174.6154167,-42.86811667,2642032.148,5814417.028
Bathymetry 2,174.5234167,-42.9006,2634449.309,5810946.077
Bathymetry 2,174.4177833,-42.93805,2625752.067,5806933.767
Bathymetry 2,174.3257833,-42.9705,2618185.993,5803449.093
Bathymetry 2,174.2337667,-42.99543333,2610638.418,5800791.457
Bathymetry 2,174.1656167,-43.02785,2605031.169,5797267.97
Bathymetry 2,174.08725,-43.0702,2598583.233,5792647.038
Bathymetry 2,174.02935,-43.12746667,2593789.939,5786342.901
Bathymetry 2,173.9884667,-43.19706667,2590372.876,5778649.154
Bathymetry 2,173.9612167,-43.23185,2588113.955,5774809.756
Bathymetry 2,173.9407667,-43.23681667,2586446.371,5774276.511
Bathymetry 2,173.9271167,-43.2244,2585352.525,5775668.344
Bathymetry 2,173.9441333,-43.13493333,2586845.598,5785593.69
Bathymetry 2,173.9407,-43.0553,2586663.904,5794444.5
Bathymetry 2,173.92025,-43.02291667,2585036.512,5798060.568
Bathymetry 2,173.8589167,-43.05283333,2580003.262,5794788.841
Bathymetry 2,173.78735,-43.10263333,2574121.007,5789312.115
Bathymetry 2,173.7362667,-43.15486667,2569911.996,5783545.871
Bathymetry 2,173.6749333,-43.20706667,2564876.863,5777787.427
Bathymetry 2,173.5965667,-43.26171667,2558464.96,5771762.961
Bathymetry 2,173.5659,-43.27908333,2555961.861,5769850.401
Bathymetry 2,173.5829333,-43.24433333,2557371.128,5773702.088
Bathymetry 2,173.6476667,-43.17476667,2562688.055,5781393.411
Bathymetry 2,173.7089833,-43.1325,2567713.313,5786049.767
Bathymetry 2,173.74645,-43.08023333,2570812.971,5791830.793
Bathymetry 2,173.7771,-43.01546667,2573374.685,5799004.239
Bathymetry 2,173.7975333,-42.95813333,2575099.977,5805358.635
Bathymetry 2,173.8281833,-42.90573333,2577657.426,5811156.421
Bathymetry 2,173.8554167,-42.85826667,2579934.261,5816407.939
Bathymetry 2,173.8554,-42.8033,2579993.784,5822514.446
Bathymetry 2,173.8383667,-42.77328333,2578632.924,5825862.828
Bathymetry 2,173.83155,-42.76828333,2578080.392,5826423.71
Bathymetry 2,173.80085,-42.75076667,2575585.703,5828393.527
Bathymetry 2,173.7940333,-42.74575,2575032.742,5828956.01
Bathymetry 2,,,,
Bathymetry 2,177.7660667,-47.17638333,2871849.507,5325454.356
Bathymetry 2,177.75585,-47.18796667,2870995.962,5324210.122
Bathymetry 2,177.7490167,-47.20186667,2870384.261,5322692.26
Bathymetry 2,177.7626667,-47.22733333,2871250.733,5319792.329
Bathymetry 2,177.79675,-47.2551,2873651.08,5316542.384
Bathymetry 2,177.8479,-47.29208333,2877280.201,5312185.306
Bathymetry 2,177.8717667,-47.33135,2878821.078,5307698.59
Bathymetry 2,177.8717833,-47.36598333,2878585.223,5303838.843
Bathymetry 2,177.8445333,-47.40291667,2876270.318,5299849.14
Bathymetry 2,177.80365,-47.44211667,2872911.828,5295668.549
Bathymetry 2,177.7355,-47.49281667,2867420.599,5290328.003
Bathymetry 2,177.6844,-47.53656667,2863271.369,5285681.247
Bathymetry 2,177.6571667,-47.57796667,2860943.705,5281187.852
Bathymetry 2,177.6367333,-47.63771667,2859011.395,5274617.831
Bathymetry 2,177.6265333,-47.69968333,2857837.876,5267754.724
Bathymetry 2,177.62655,-47.757,2857464.27,5261364.474
Bathymetry 2,177.6436167,-47.7982,2858476.806,5256695.497
Bathymetry 2,177.6845167,-47.84625,2861230.981,5251156.233
Bathymetry 2,177.7799833,-47.89653333,2868056.384,5245119.419
Bathymetry 2,177.8822333,-47.92391667,2875534.48,5241596.176
Bathymetry 2,177.9674167,-47.93761667,2881822.254,5239669.769
Bathymetry 2,178.0322,-47.96498333,2886481.257,5236310.625
Bathymetry 2,178.0594833,-48.0106,2888197.837,5231093.597
Bathymetry 2,178.0492833,-48.06073333,2887076.394,5225552.402
Bathymetry 2,178.0186167,-48.09718333,2884524.979,5221634.3
Bathymetry 2,177.98115,-48.14723333,2881372.906,5216230.518
Bathymetry 2,177.9505,-48.20633333,2878670.589,5209783.62
Bathymetry 2,177.9368833,-48.26761667,2877226.265,5203012.174
Bathymetry 2,177.9539667,-48.34016667,2877988.424,5194839.715
Bathymetry 2,177.9812667,-48.40806667,2879538.537,5187137.12
Bathymetry 2,178.0187667,-48.48266667,2881792.159,5178637.7
Bathymetry 2,178.0188,-48.55263333,2881295.842,5170831.543
Bathymetry 2,177.9813333,-48.609,2878121.509,5164718.92
Bathymetry 2,177.9438667,-48.65856667,2875000.631,5159363.085
Bathymetry 2,177.92345,-48.70806667,2873144.541,5153933.865
Bathymetry 2,177.9064333,-48.77773333,2871401.222,5146237.176
Bathymetry 2,177.8962333,-48.85405,2870116.865,5137765.588
Bathymetry 2,177.9030833,-48.93471667,2870058.333,5128728.85
Bathymetry 2,177.9406,-48.98616667,2872455.924,5122811.599
Bathymetry 2,178.0087667,-49.01521667,2877257.746,5119250.672
Bathymetry 2,178.0837333,-49.01296667,2882779.241,5119147.895
Bathymetry 2,178.1246333,-49.0219,2885717.663,5117955.349
Bathymetry 2,178.0905833,-49.06435,2882910.314,5113378.659
Bathymetry 2,178.03265,-49.10455,2878372.042,5109164.1
Bathymetry 2,178.0326667,-49.13576667,2878149.746,5105678.232
Bathymetry 2,178.0701833,-49.1937,2880480.846,5099031.966
Bathymetry 2,178.0770333,-49.25825,2880516.129,5091790.596
Bathymetry 2,178.0634167,-49.31603333,2879104.597,5085400.802
Bathymetry 2,178.0395667,-49.35158333,2877108.088,5081541.67
Bathymetry 2,177.9918833,-49.39153333,2873344.356,5077300.773
Bathymetry 2,177.9748333,-49.4004,2872038.147,5076389.058
Bathymetry 2,177.9612,-49.38933333,2871122.19,5077688.424
Bathymetry 2,177.9373333,-49.35605,2869615.476,5081516.781
Bathymetry 2,177.9168667,-49.30273333,2868495.174,5087567.003
Bathymetry 2,177.8827667,-49.25606667,2866328.682,5092935.796
Bathymetry 2,177.8146,-49.24938333,2861390.201,5093990.748
Bathymetry 2,177.7600667,-49.23383333,2857507.626,5095971.646
Bathymetry 2,177.7702667,-49.17148333,2858678.064,5102891.013
Bathymetry 2,177.7736667,-49.15363333,2859048.612,5104869.611
Bathymetry 2,177.72935,-49.14696667,2855846.77,5105811.302
Bathymetry 2,177.6646333,-49.16256667,2851000.657,5104353.383
Bathymetry 2,177.58965,-49.19155,2845317.331,5101440.617
Bathymetry 2,177.5487667,-49.22718333,2842091.931,5097634.574
Bathymetry 2,177.5419833,-49.26723333,2841335.346,5093188.563
Bathymetry 2,177.5794667,-49.29835,2843872.431,5089551.666
Bathymetry 2,177.6306,-49.3139,2847506.21,5087594.009
Bathymetry 2,177.709,-49.34941667,2852994.774,5083283.596
Bathymetry 2,177.7873833,-49.37383333,2858550.06,5080208.399
Bathymetry 2,177.8623833,-49.40706667,2863792.002,5076158.162
Bathymetry 2,177.9373667,-49.43145,2869087.882,5073092.197
Bathymetry 2,178.0157667,-49.45581667,2874627.449,5070007.516
Bathymetry 2,178.0294,-49.47575,2875477.915,5067716.753
Bathymetry 2,177.9919333,-49.51116667,2872498.339,5063933.059
Bathymetry 2,177.9135667,-49.54216667,2866578.774,5060828.079
Bathymetry 2,177.8488167,-49.55986667,2861747.037,5059142.568
Bathymetry 2,177.7397833,-49.59523333,2853579.501,5055673.613
Bathymetry 2,177.6648167,-49.6394,2847837.151,5051062.38
Bathymetry 2,177.6205167,-49.68573333,2844314.214,5046071.866
Bathymetry 2,177.62055,-49.72981667,2844025.592,5041141.472
Bathymetry 2,177.6410167,-49.78925,2845115.487,5034405.99
Bathymetry 2,177.6853333,-49.81563333,2848148.465,5031263.774
Bathymetry 2,177.7773667,-49.8398,2854645.324,5028158.823
Bathymetry 2,177.8761833,-49.8332,2861839.593,5028457.869
Bathymetry 2,177.9545667,-49.8068,2867695.968,5031055.938
Bathymetry 2,178.0295333,-49.78698333,2873262.969,5032927.739
Bathymetry 2,178.12835,-49.76056667,2880608.59,5035419.952
Bathymetry 2,178.2305833,-49.73191667,2888224.477,5038136.095
Bathymetry 2,178.3259833,-49.70766667,2895318.87,5040383.905
Bathymetry 2,178.4180167,-49.69883333,2902056.421,5040917.11
Bathymetry 2,178.4861833,-49.70763333,2906928.618,5039592.854
Bathymetry 2,178.5066167,-49.71865,2908323.464,5038258.955
Bathymetry 2,178.5270833,-49.72966667,2909720.075,5036924.562
Bathymetry 2,178.5339,-49.75828333,2909990.016,5033692.542
Bathymetry 2,178.51005,-49.79571667,2907972.098,5029630.055
Bathymetry 2,178.4794167,-49.8375,2905432.577,5025114.259
